,id,label,Prediction,positive_prediction,negative_prediction
1943,22743,1,0,3.03E-05,0.999969674
1944,22744,0,0,1.42E-05,0.999985782
1945,22745,1,1,0.999981284,1.87E-05
1946,22746,1,1,0.999979615,2.04E-05
1947,22747,0,1,0.999979138,2.09E-05
1948,22748,1,0,2.93E-05,0.999970653
1949,22749,1,1,0.999982595,1.74E-05
1950,22750,0,1,0.999981284,1.87E-05
1951,22751,1,0,4.79E-05,0.999952074
1952,22752,1,0,3.62E-05,0.999963795
1953,22753,1,1,0.999980927,1.91E-05
1954,22754,0,1,0.999959469,4.05E-05
1955,22755,0,1,0.99998045,1.96E-05
1956,22756,0,0,1.49E-05,0.999985139
1957,22757,0,0,1.43E-05,0.999985738
1958,22758,0,0,6.87E-05,0.999931311
1959,22759,1,1,0.99998188,1.81E-05
1960,22760,1,0,1.76E-05,0.999982384
1961,22761,1,1,0.999982357,1.76E-05
1962,22762,1,1,0.999973536,2.65E-05
1963,22763,0,0,1.34E-05,0.999986565
1964,22764,1,0,2.12E-05,0.999978829
1965,22765,0,0,1.47E-05,0.999985311
1966,22766,0,0,1.37E-05,0.999986266
1967,22767,0,0,3.71E-05,0.999962915
1968,22768,0,0,5.78E-05,0.999942168
1969,22769,1,1,0.999982119,1.79E-05
1970,22770,1,1,0.999970198,2.98E-05
1971,22771,1,0,3.01E-05,0.999969864
1972,22772,1,1,0.999982238,1.78E-05
1973,22773,0,0,1.32E-05,0.999986811
1974,22774,1,1,0.999977946,2.21E-05
1975,22775,0,0,1.37E-05,0.999986307
1976,22776,0,0,1.39E-05,0.999986105
1977,22777,0,1,0.999979973,2.00E-05
1978,22778,0,0,1.41E-05,0.99998589
1979,22779,1,1,0.99998188,1.81E-05
1980,22780,0,1,0.999979734,2.03E-05
1981,22781,1,0,1.36E-05,0.999986403
1982,22782,0,1,0.999980211,1.98E-05
1983,22783,1,0,1.45E-05,0.999985493
1984,22784,1,1,0.999981284,1.87E-05
1985,22785,1,0,3.53E-05,0.999964687
1986,22786,0,0,4.06E-05,0.999959392
1987,22787,0,0,1.46E-05,0.999985417
1988,22788,1,0,1.42E-05,0.999985775
1989,22789,1,1,0.999980211,1.98E-05
1990,22790,1,1,0.999977589,2.24E-05
1991,22791,1,0,1.40E-05,0.999986009
1992,22792,1,1,0.999979973,2.00E-05
1993,22793,0,1,0.999980807,1.92E-05
1994,22794,0,0,1.40E-05,0.99998598
1995,22795,0,1,0.99998188,1.81E-05
1996,22796,1,1,0.999981284,1.87E-05
1997,22797,0,0,1.32E-05,0.999986811
1998,22798,1,0,1.70E-05,0.999982967
1999,22799,0,1,0.999978065,2.19E-05
2000,22800,1,0,4.65E-05,0.999953499
2001,22801,1,1,0.99961406,0.00038594
2002,22802,0,1,0.99995482,4.52E-05
2003,22803,1,1,0.997611165,0.002388835
2004,22804,0,0,1.37E-05,0.999986313
2005,22805,0,1,0.999970317,2.97E-05
2006,22806,1,1,0.999975681,2.43E-05
2007,22807,0,0,1.52E-05,0.999984799
2008,22808,0,1,0.999887943,0.000112057
2009,22809,1,1,0.999978304,2.17E-05
2010,22810,0,0,1.62E-05,0.999983773
2011,22811,1,1,0.999970078,2.99E-05
2012,22812,0,0,1.33E-05,0.999986702
2013,22813,1,1,0.999982238,1.78E-05
2014,22814,0,0,1.41E-05,0.999985865
2015,22815,0,0,5.46E-05,0.999945408
2016,22816,0,0,1.39E-05,0.999986079
2017,22817,0,0,1.39E-05,0.999986107
2018,22818,1,1,0.999716818,0.000283182
2019,22819,1,1,0.999981165,1.88E-05
2020,22820,0,1,0.999961615,3.84E-05
2021,22821,1,1,0.999978662,2.13E-05
2022,22822,1,0,2.82E-05,0.999971817
2023,22823,0,0,1.36E-05,0.999986408
2024,22824,1,0,0.180253536,0.819746464
2025,22825,0,0,1.37E-05,0.999986299
2026,22826,0,0,1.34E-05,0.999986561
2027,22827,1,1,0.999981165,1.88E-05
2028,22828,0,0,2.13E-05,0.999978711
2029,22829,1,1,0.999981642,1.84E-05
2030,22830,0,0,1.41E-05,0.999985866
2031,22831,1,1,0.99998188,1.81E-05
2032,22832,0,0,1.37E-05,0.999986282
2033,22833,1,0,2.05E-05,0.999979528
2034,22834,1,0,1.36E-05,0.999986401
2035,22835,1,1,0.734710276,0.265289724
2036,22836,1,1,0.99998188,1.81E-05
2037,22837,1,1,0.999982595,1.74E-05
2038,22838,0,1,0.999973655,2.63E-05
2039,22839,1,1,0.999982119,1.79E-05
2040,22840,1,1,0.999982238,1.78E-05
2041,22841,1,1,0.999978662,2.13E-05
2042,22842,1,1,0.999979973,2.00E-05
2043,22843,0,1,0.999972224,2.78E-05
2044,22844,1,1,0.999982357,1.76E-05
2045,22845,0,0,1.35E-05,0.999986503
2046,22846,1,1,0.999982119,1.79E-05
2047,22847,1,1,0.999980807,1.92E-05
2048,22848,1,0,3.58E-05,0.999964235
2049,22849,1,1,0.999981165,1.88E-05
2050,22850,1,0,2.63E-05,0.999973682
2051,22851,0,0,6.40E-05,0.999936035
2052,22852,0,1,0.999982476,1.75E-05
2053,22853,0,0,1.48E-05,0.999985216
2054,22854,0,1,0.999979377,2.06E-05
2055,22855,1,0,1.41E-05,0.999985917
2056,22856,0,0,1.38E-05,0.999986213
2057,22857,0,0,3.99E-05,0.999960075
2058,22858,1,0,1.42E-05,0.999985823
2059,22859,0,0,3.71E-05,0.999962893
2060,22860,0,0,1.34E-05,0.999986599
2061,22861,1,1,0.999954224,4.58E-05
2062,22862,0,1,0.999974251,2.57E-05
2063,22863,0,1,0.999979019,2.10E-05
2064,22864,0,0,1.51E-05,0.999984871
2065,22865,0,0,1.36E-05,0.999986355
2066,22866,1,1,0.999982357,1.76E-05
2067,22867,0,0,1.46E-05,0.999985414
2068,22868,0,1,0.999980807,1.92E-05
2069,22869,1,0,2.98E-05,0.999970224
2070,22870,0,1,0.999964356,3.56E-05
2071,22871,0,1,0.999981403,1.86E-05
2072,22872,0,0,1.50E-05,0.99998503
2073,22873,0,0,1.37E-05,0.999986291
2074,22874,0,0,1.49E-05,0.999985082
2075,22875,1,1,0.99994421,5.58E-05
2076,22876,1,1,0.999971986,2.80E-05
2077,22877,0,0,1.33E-05,0.999986682
2078,22878,0,0,5.14E-05,0.999948576
2079,22879,0,1,0.999982238,1.78E-05
2080,22880,1,1,0.999979496,2.05E-05
2081,22881,0,0,1.48E-05,0.999985237
2082,22882,1,1,0.999804318,0.000195682
2083,22883,0,0,1.33E-05,0.999986731
2084,22884,0,1,0.999980807,1.92E-05
2085,22885,1,0,2.85E-05,0.999971469
2086,22886,0,0,1.36E-05,0.999986361
2087,22887,1,0,3.60E-05,0.999964029
2088,22888,0,0,1.68E-05,0.999983196
2089,22889,0,0,4.92E-05,0.99995083
2090,22890,0,1,0.99998045,1.96E-05
2091,22891,1,1,0.999982119,1.79E-05
2092,22892,1,1,0.999966383,3.36E-05
2093,22893,1,0,2.95E-05,0.999970473
2094,22894,0,1,0.999849796,0.000150204
2095,22895,1,1,0.999981046,1.90E-05
2096,22896,0,0,1.44E-05,0.99998564
2097,22897,1,1,0.99998045,1.96E-05
2098,22898,1,0,3.01E-05,0.999969869
2099,22899,1,0,3.76E-05,0.99996243
2100,22900,1,1,0.999982238,1.78E-05
2101,22901,0,0,1.40E-05,0.999985997
2102,22902,1,1,0.999878287,0.000121713
2103,22903,1,1,0.999957561,4.24E-05
2104,22904,0,0,1.34E-05,0.999986581
2105,22905,0,0,3.44E-05,0.999965627
2106,22906,1,0,3.74E-05,0.999962615
2107,22907,0,1,0.999982595,1.74E-05
2108,22908,1,1,0.999977112,2.29E-05
2109,22909,1,0,1.34E-05,0.999986605
2110,22910,1,1,0.999981403,1.86E-05
2111,22911,0,0,1.48E-05,0.999985176
2112,22912,0,1,0.999974608,2.54E-05
2113,22913,1,1,0.999978662,2.13E-05
2114,22914,1,1,0.999982357,1.76E-05
2115,22915,1,0,2.22E-05,0.999977842
2116,22916,0,0,1.33E-05,0.999986679
2117,22917,1,1,0.999981999,1.80E-05
2118,22918,0,0,7.43E-05,0.999925733
2119,22919,1,1,0.999979496,2.05E-05
2120,22920,1,1,0.999979615,2.04E-05
2121,22921,1,1,0.999982595,1.74E-05
2122,22922,0,0,1.43E-05,0.999985691
2123,22923,0,1,0.99997592,2.41E-05
2124,22924,0,0,1.74E-05,0.99998258
2125,22925,1,1,0.999977827,2.22E-05
2126,22926,0,1,0.999971271,2.87E-05
2127,22927,0,1,0.999981284,1.87E-05
2128,22928,1,1,0.999951959,4.80E-05
2129,22929,0,0,1.55E-05,0.99998447
2130,22930,1,1,0.999971032,2.90E-05
2131,22931,0,0,1.38E-05,0.999986196
2132,22932,0,1,0.999979854,2.01E-05
2133,22933,0,0,6.14E-05,0.999938613
2134,22934,1,1,0.999979973,2.00E-05
2135,22935,0,1,0.999982476,1.75E-05
2136,22936,0,1,0.999980927,1.91E-05
2137,22937,0,1,0.99995172,4.83E-05
2138,22938,1,1,0.999964714,3.53E-05
2139,22939,0,0,1.38E-05,0.999986231
2140,22940,1,0,1.91E-05,0.999980882
2141,22941,1,0,3.76E-05,0.999962411
2142,22942,1,1,0.999981642,1.84E-05
2143,22943,0,1,0.999972701,2.73E-05
2144,22944,1,0,1.34E-05,0.999986586
2145,22945,1,1,0.999982595,1.74E-05
2146,22946,0,0,1.33E-05,0.999986682
2147,22947,1,0,1.41E-05,0.99998585
2148,22948,1,1,0.999981403,1.86E-05
2149,22949,1,1,0.999716818,0.000283182
2150,22950,1,1,0.999981165,1.88E-05
2151,22951,0,1,0.999979734,2.03E-05
2152,22952,1,0,2.55E-05,0.99997447
2153,22953,0,0,6.69E-05,0.99993308
2154,22954,1,1,0.99998045,1.96E-05
2155,22955,1,0,2.89E-05,0.99997107
2156,22956,1,1,0.999977946,2.21E-05
2157,22957,1,0,2.59E-05,0.999974069
2158,22958,0,0,1.44E-05,0.999985637
2159,22959,0,1,0.999981761,1.82E-05
2160,22960,1,1,0.999979734,2.03E-05
2161,22961,1,1,0.999979854,2.01E-05
2162,22962,0,0,1.33E-05,0.999986655
2163,22963,0,0,4.57E-05,0.999954349
2164,22964,1,1,0.999869585,0.000130415
2165,22965,1,1,0.999977469,2.25E-05
2166,22966,1,1,0.999979496,2.05E-05
2167,22967,0,0,1.35E-05,0.999986453
2168,22968,0,0,2.17E-05,0.999978255
2169,22969,0,0,1.35E-05,0.999986528
2170,22970,1,1,0.999801099,0.000198901
2171,22971,1,0,1.99E-05,0.99998009
2172,22972,1,1,0.999976873,2.31E-05
2173,22973,1,1,0.999979615,2.04E-05
2174,22974,0,1,0.999975443,2.46E-05
2175,22975,0,0,1.35E-05,0.99998655
2176,22976,1,0,1.45E-05,0.999985484
2177,22977,0,0,1.34E-05,0.999986622
2178,22978,1,1,0.99997735,2.26E-05
2179,22979,0,0,1.35E-05,0.999986456
2180,22980,1,1,0.999982357,1.76E-05
2181,22981,0,0,1.44E-05,0.999985595
2182,22982,0,1,0.999978662,2.13E-05
2183,22983,1,1,0.999966502,3.35E-05
2184,22984,1,0,4.06E-05,0.999959449
2185,22985,1,0,2.52E-05,0.999974755
2186,22986,1,1,0.999982119,1.79E-05
2187,22987,0,1,0.999963045,3.70E-05
2188,22988,1,1,0.999957204,4.28E-05
2189,22989,1,1,0.999982357,1.76E-05
2190,22990,1,1,0.999980807,1.92E-05
2191,22991,1,1,0.999982595,1.74E-05
2192,22992,0,0,1.41E-05,0.999985898
2193,22993,1,0,2.68E-05,0.999973166
2194,22994,1,1,0.999972343,2.77E-05
2195,22995,1,1,0.999982476,1.75E-05
2196,22996,1,1,0.999975204,2.48E-05
2197,22997,1,1,0.999981523,1.85E-05
2198,22998,1,1,0.999840021,0.000159979
2199,22999,1,1,0.999978781,2.12E-05
2200,23000,1,0,2.62E-05,0.999973772
2201,23001,1,0,1.39E-05,0.999986122
2202,23002,1,0,1.55E-05,0.999984454
2203,23003,1,1,0.999978065,2.19E-05
2204,23004,0,1,0.999955773,4.42E-05
2205,23005,1,1,0.999982476,1.75E-05
2206,23006,1,1,0.99997282,2.72E-05
2207,23007,0,1,0.999966741,3.33E-05
2208,23008,0,0,1.41E-05,0.999985932
2209,23009,1,0,5.21E-05,0.999947921
2210,23010,0,0,1.32E-05,0.999986792
2211,23011,1,1,0.999979854,2.01E-05
2212,23012,0,1,0.999980569,1.94E-05
2213,23013,1,0,2.71E-05,0.999972906
2214,23014,0,1,0.999981999,1.80E-05
2215,23015,1,1,0.999981642,1.84E-05
2216,23016,0,1,0.999981999,1.80E-05
2217,23017,0,0,1.41E-05,0.999985869
2218,23018,0,0,1.35E-05,0.999986522
2219,23019,0,0,1.36E-05,0.99998638
2220,23020,0,0,1.31E-05,0.999986869
2221,23021,0,1,0.999982595,1.74E-05
2222,23022,1,0,1.64E-05,0.999983612
2223,23023,0,0,1.39E-05,0.999986053
2224,23024,1,1,0.999981165,1.88E-05
2225,23025,0,0,6.26E-05,0.999937364
2226,23026,1,1,0.999972343,2.77E-05
2227,23027,0,1,0.999962449,3.76E-05
2228,23028,1,0,1.32E-05,0.999986846
2229,23029,1,0,1.33E-05,0.999986689
2230,23030,0,0,1.41E-05,0.999985852
2231,23031,0,0,1.35E-05,0.999986543
2232,23032,1,1,0.999979258,2.07E-05
2233,23033,0,0,2.87E-05,0.999971258
2234,23034,1,1,0.999971032,2.90E-05
2235,23035,0,1,0.999982119,1.79E-05
2236,23036,1,1,0.999954224,4.58E-05
2237,23037,1,1,0.999981403,1.86E-05
2238,23038,1,0,2.24E-05,0.999977607
2239,23039,0,0,1.37E-05,0.999986344
2240,23040,1,1,0.999966741,3.33E-05
2241,23041,1,1,0.999974012,2.60E-05
2242,23042,0,1,0.999980211,1.98E-05
2243,23043,1,0,2.51E-05,0.999974898
2244,23044,1,1,0.999978423,2.16E-05
2245,23045,0,0,1.37E-05,0.999986338
2246,23046,0,1,0.999981284,1.87E-05
2247,23047,0,0,1.42E-05,0.999985751
2248,23048,1,1,0.999981403,1.86E-05
2249,23049,0,0,1.34E-05,0.999986597
2250,23050,1,0,1.41E-05,0.999985881
2251,23051,1,1,0.999982238,1.78E-05
2252,23052,0,0,1.38E-05,0.999986248
2253,23053,0,0,1.35E-05,0.999986539
2254,23054,1,0,1.43E-05,0.999985656
2255,23055,1,1,0.999977469,2.25E-05
2256,23056,1,1,0.999982595,1.74E-05
2257,23057,1,1,0.999970078,2.99E-05
2258,23058,1,1,0.999975801,2.42E-05
2259,23059,0,0,6.34E-05,0.999936616
2260,23060,0,0,1.35E-05,0.999986486
2261,23061,0,0,1.39E-05,0.999986091
2262,23062,1,0,1.38E-05,0.999986196
2263,23063,0,0,1.39E-05,0.999986114
2264,23064,0,1,0.999982357,1.76E-05
2265,23065,1,1,0.999982357,1.76E-05
2266,23066,1,1,0.999981761,1.82E-05
2267,23067,0,0,1.34E-05,0.99998659
2268,23068,1,0,3.64E-05,0.999963568
2269,23069,0,0,1.43E-05,0.999985735
2270,23070,0,1,0.999936938,6.31E-05
2271,23071,0,0,1.60E-05,0.99998396
2272,23072,0,1,0.999981999,1.80E-05
2273,23073,1,1,0.999980569,1.94E-05
2274,23074,0,0,1.36E-05,0.999986421
2275,23075,1,0,4.06E-05,0.999959379
2276,23076,1,0,1.48E-05,0.999985162
2277,23077,1,0,1.37E-05,0.999986293
2278,23078,1,0,1.43E-05,0.999985711
2279,23079,0,0,1.31E-05,0.99998687
2280,23080,1,0,5.14E-05,0.999948631
2281,23081,0,1,0.999979854,2.01E-05
2282,23082,0,0,1.35E-05,0.999986451
2283,23083,1,0,1.40E-05,0.999986033
2284,23084,0,0,1.36E-05,0.999986354
2285,23085,1,0,1.44E-05,0.99998562
2286,23086,1,1,0.999946952,5.30E-05
2287,23087,1,0,1.39E-05,0.999986074
2288,23088,0,0,3.27E-05,0.999967334
2289,23089,1,1,0.999961019,3.90E-05
2290,23090,0,0,1.46E-05,0.999985435
2291,23091,1,1,0.999982357,1.76E-05
2292,23092,0,0,1.44E-05,0.999985583
2293,23093,0,0,1.47E-05,0.999985283
2294,23094,1,0,1.56E-05,0.999984434
2295,23095,0,0,3.63E-05,0.999963729
2296,23096,0,1,0.999977112,2.29E-05
2297,23097,0,0,1.40E-05,0.999986006
2298,23098,1,1,0.999980807,1.92E-05
2299,23099,0,0,1.35E-05,0.999986529
2300,23100,0,0,1.46E-05,0.999985414
2301,23101,0,1,0.999980211,1.98E-05
2302,23102,0,0,1.36E-05,0.999986437
2303,23103,0,0,1.44E-05,0.999985597
2304,23104,1,0,3.26E-05,0.999967361
2305,23105,0,0,1.35E-05,0.999986467
2306,23106,0,0,1.45E-05,0.999985513
2307,23107,1,1,0.99987793,0.00012207
2308,23108,0,1,0.999978185,2.18E-05
2309,23109,1,1,0.999982238,1.78E-05
2310,23110,1,0,1.35E-05,0.999986472
2311,23111,1,0,2.42E-05,0.999975754
2312,23112,0,0,1.91E-05,0.999980862
2313,23113,0,1,0.999982238,1.78E-05
2314,23114,1,1,0.999631047,0.000368953
2315,23115,1,1,0.964030325,0.035969675
2316,23116,0,0,1.44E-05,0.999985553
2317,23117,0,0,1.36E-05,0.999986381
2318,23118,1,1,0.99998188,1.81E-05
2319,23119,1,1,0.999980569,1.94E-05
2320,23120,1,0,3.20E-05,0.999968047
2321,23121,0,1,0.999979973,2.00E-05
2322,23122,1,1,0.999981403,1.86E-05
2323,23123,1,1,0.999967337,3.27E-05
2324,23124,1,0,4.86E-05,0.999951392
2325,23125,1,0,1.36E-05,0.999986435
2326,23126,1,0,2.91E-05,0.999970852
2327,23127,1,0,1.40E-05,0.999986028
2328,23128,1,1,0.999982834,1.72E-05
2329,23129,0,1,0.999981523,1.85E-05
2330,23130,1,1,0.999638081,0.000361919
2331,23131,0,1,0.99997592,2.41E-05
2332,23132,0,0,1.49E-05,0.999985137
2333,23133,0,0,1.33E-05,0.9999867
2334,23134,0,1,0.999977589,2.24E-05
2335,23135,1,1,0.999974608,2.54E-05
2336,23136,1,0,1.34E-05,0.999986636
2337,23137,1,1,0.999981761,1.82E-05
2338,23138,0,1,0.999973536,2.65E-05
2339,23139,0,0,1.40E-05,0.999986012
2340,23140,1,1,0.999977708,2.23E-05
2341,23141,0,0,2.59E-05,0.999974095
2342,23142,1,0,3.04E-05,0.999969611
2343,23143,1,1,0.999982595,1.74E-05
2344,23144,0,0,1.38E-05,0.999986158
2345,23145,0,0,1.36E-05,0.999986359
2346,23146,0,0,1.70E-05,0.999982966
2347,23147,0,0,1.37E-05,0.999986292
2348,23148,0,1,0.999982715,1.73E-05
2349,23149,0,0,1.34E-05,0.999986562
2350,23150,1,1,0.999982476,1.75E-05
2351,23151,0,1,0.999976397,2.36E-05
2352,23152,1,1,0.999979019,2.10E-05
2353,23153,1,1,0.999980569,1.94E-05
2354,23154,0,1,0.999979734,2.03E-05
2355,23155,0,0,1.35E-05,0.999986517
2356,23156,1,1,0.999959588,4.04E-05
2357,23157,1,1,0.99998188,1.81E-05
2358,23158,0,0,1.37E-05,0.999986303
2359,23159,1,0,3.51E-05,0.999964897
2360,23160,0,0,1.33E-05,0.999986741
2361,23161,0,0,1.34E-05,0.999986634
2362,23162,0,0,1.44E-05,0.999985572
2363,23163,1,1,0.999982476,1.75E-05
2364,23164,0,0,1.39E-05,0.999986137
2365,23165,0,1,0.99997592,2.41E-05
2366,23166,1,0,2.05E-05,0.999979498
2367,23167,1,1,0.999969482,3.05E-05
2368,23168,1,1,0.999982238,1.78E-05
2369,23169,0,0,2.92E-05,0.999970753
2370,23170,0,1,0.999982595,1.74E-05
2371,23171,1,0,2.44E-05,0.999975569
2372,23172,1,0,1.37E-05,0.999986304
2373,23173,0,0,1.37E-05,0.999986288
2374,23174,1,1,0.999982238,1.78E-05
2375,23175,0,0,1.44E-05,0.999985608
2376,23176,0,1,0.999968886,3.11E-05
2377,23177,1,1,0.999981999,1.80E-05
2378,23178,1,0,3.45E-05,0.999965459
2379,23179,1,1,0.999978781,2.12E-05
2380,23180,1,0,2.97E-05,0.999970261
2381,23181,1,0,3.95E-05,0.999960549
2382,23182,1,0,3.08E-05,0.999969178
2383,23183,1,1,0.999937654,6.23E-05
2384,23184,0,0,1.32E-05,0.999986791
2385,23185,1,0,3.86E-05,0.999961367
2386,23186,1,1,0.999979615,2.04E-05
2387,23187,0,1,0.99998188,1.81E-05
2388,23188,0,1,0.999962449,3.76E-05
2389,23189,1,1,0.999981642,1.84E-05
2390,23190,1,1,0.99998188,1.81E-05
2391,23191,1,0,2.66E-05,0.999973445
2392,23192,1,0,1.34E-05,0.99998658
2393,23193,1,0,1.55E-05,0.999984469
2394,23194,1,1,0.999982476,1.75E-05
2395,23195,0,0,1.37E-05,0.999986261
2396,23196,1,0,1.33E-05,0.999986685
2397,23197,0,0,1.56E-05,0.999984376
2398,23198,0,0,1.47E-05,0.999985317
2399,23199,0,1,0.999931455,6.85E-05
2400,23200,1,0,2.42E-05,0.999975804
2401,23201,0,0,1.37E-05,0.999986311
2402,23202,1,0,3.92E-05,0.999960836
2403,23203,1,1,0.999981165,1.88E-05
2404,23204,1,1,0.999976993,2.30E-05
2405,23205,1,0,1.38E-05,0.999986181
2406,23206,1,1,0.999982595,1.74E-05
2407,23207,0,0,1.38E-05,0.999986247
2408,23208,1,0,3.75E-05,0.999962511
2409,23209,1,1,0.999981046,1.90E-05
2410,23210,1,0,3.27E-05,0.99996733
2411,23211,1,0,2.96E-05,0.999970404
2412,23212,1,0,3.77E-05,0.999962298
2413,23213,1,1,0.999981523,1.85E-05
2414,23214,1,0,1.38E-05,0.999986206
2415,23215,0,0,1.32E-05,0.999986798
2416,23216,1,1,0.999960065,3.99E-05
2417,23217,1,1,0.999977708,2.23E-05
2418,23218,1,0,1.33E-05,0.999986691
2419,23219,0,0,1.37E-05,0.999986305
2420,23220,0,0,1.51E-05,0.999984933
2421,23221,0,1,0.999981523,1.85E-05
2422,23222,0,0,1.38E-05,0.999986224
2423,23223,0,1,0.999977589,2.24E-05
2424,23224,0,0,1.57E-05,0.999984264
2425,23225,0,1,0.99995327,4.67E-05
2426,23226,0,0,1.41E-05,0.999985894
2427,23227,0,0,1.36E-05,0.999986367
2428,23228,0,1,0.999979496,2.05E-05
2429,23229,0,1,0.999981523,1.85E-05
2430,23230,0,1,0.999981046,1.90E-05
2431,23231,1,0,3.48E-05,0.999965174
2432,23232,1,1,0.999982238,1.78E-05
2433,23233,1,0,4.51E-05,0.999954897
2434,23234,1,0,2.96E-05,0.999970372
2435,23235,1,1,0.999979854,2.01E-05
2436,23236,1,0,2.02E-05,0.999979753
2437,23237,0,0,1.44E-05,0.999985587
2438,23238,0,1,0.999976993,2.30E-05
2439,23239,0,0,1.37E-05,0.999986275
2440,23240,0,1,0.999982834,1.72E-05
2441,23241,0,1,0.999978065,2.19E-05
2442,23242,0,0,3.71E-05,0.999962924
2443,23243,1,1,0.999979019,2.10E-05
2444,23244,0,0,1.46E-05,0.999985423
2445,23245,1,1,0.9998191,0.0001809
2446,23246,0,1,0.999953747,4.63E-05
2447,23247,1,1,0.999971271,2.87E-05
2448,23248,1,1,0.999982119,1.79E-05
2449,23249,1,1,0.999982119,1.79E-05
2450,23250,0,0,1.37E-05,0.999986322
2451,23251,1,0,1.87E-05,0.99998127
2452,23252,0,0,1.36E-05,0.999986412
2453,23253,1,0,1.37E-05,0.99998635
2454,23254,1,1,0.999975681,2.43E-05
2455,23255,1,1,0.999978542,2.15E-05
2456,23256,1,0,1.35E-05,0.999986456
2457,23257,1,0,2.61E-05,0.999973931
2458,23258,0,0,1.39E-05,0.999986062
2459,23259,1,0,3.21E-05,0.999967863
2460,23260,0,0,2.28E-05,0.999977166
2461,23261,0,0,1.39E-05,0.999986096
2462,23262,0,1,0.999982119,1.79E-05
2463,23263,0,0,1.35E-05,0.999986474
2464,23264,0,1,0.999980688,1.93E-05
2465,23265,0,1,0.999966741,3.33E-05
2466,23266,0,0,1.35E-05,0.999986504
2467,23267,0,1,0.999980688,1.93E-05
2468,23268,1,1,0.999716818,0.000283182
2469,23269,1,1,0.999941587,5.84E-05
2470,23270,0,0,1.41E-05,0.999985863
2471,23271,1,0,3.54E-05,0.999964638
2472,23272,1,0,4.39E-05,0.9999561
2473,23273,1,1,0.999970675,2.93E-05
2474,23274,0,1,0.999980807,1.92E-05
2475,23275,1,0,1.35E-05,0.999986472
2476,23276,1,0,2.76E-05,0.999972399
2477,23277,1,1,0.999981523,1.85E-05
2478,23278,1,1,0.999976993,2.30E-05
2479,23279,1,0,1.36E-05,0.999986351
2480,23280,1,1,0.999972343,2.77E-05
2481,23281,1,0,1.98E-05,0.999980215
2482,23282,0,0,1.45E-05,0.999985464
2483,23283,1,1,0.999980211,1.98E-05
2484,23284,1,0,3.75E-05,0.999962531
2485,23285,0,0,3.03E-05,0.99996968
2486,23286,1,1,0.999980927,1.91E-05
2487,23287,1,0,3.24E-05,0.999967594
2488,23288,0,0,1.54E-05,0.999984596
2489,23289,0,1,0.999965906,3.41E-05
2490,23290,1,1,0.999979019,2.10E-05
2491,23291,0,0,1.65E-05,0.999983532
2492,23292,0,0,1.35E-05,0.999986483
2493,23293,0,1,0.999915361,8.46E-05
2494,23294,0,0,6.24E-05,0.999937649
2495,23295,0,1,0.999976993,2.30E-05
2496,23296,0,0,1.40E-05,0.999985978
2497,23297,0,0,1.78E-05,0.999982152
2498,23298,1,0,1.46E-05,0.999985427
2499,23299,0,0,0.031978793,0.968021207
2500,23300,0,0,1.33E-05,0.999986658
2501,23301,1,1,0.999979734,2.03E-05
2502,23302,1,1,0.999839425,0.000160575
2503,23303,1,0,3.01E-05,0.99996994
2504,23304,1,1,0.999981046,1.90E-05
2505,23305,0,1,0.999982476,1.75E-05
2506,23306,1,1,0.999982238,1.78E-05
2507,23307,0,1,0.999980688,1.93E-05
2508,23308,0,0,2.48E-05,0.999975153
2509,23309,0,0,1.32E-05,0.999986775
2510,23310,1,0,2.68E-05,0.999973204
2511,23311,1,0,4.71E-05,0.999952888
2512,23312,1,1,0.999982119,1.79E-05
2513,23313,1,1,0.99997282,2.72E-05
2514,23314,1,0,1.34E-05,0.999986583
2515,23315,0,0,1.33E-05,0.999986724
2516,23316,1,1,0.9999789,2.11E-05
2517,23317,0,0,1.43E-05,0.999985671
2518,23318,1,1,0.999982834,1.72E-05
2519,23319,0,0,6.12E-05,0.999938767
2520,23320,1,1,0.999979973,2.00E-05
2521,23321,1,0,4.34E-05,0.999956624
2522,23322,0,0,1.35E-05,0.999986456
2523,23323,1,0,1.74E-05,0.999982634
2524,23324,1,1,0.999982119,1.79E-05
2525,23325,1,1,0.999978542,2.15E-05
2526,23326,1,1,0.999977231,2.28E-05
2527,23327,1,1,0.999981999,1.80E-05
2528,23328,1,1,0.999981999,1.80E-05
2529,23329,1,1,0.999980927,1.91E-05
2530,23330,0,0,1.40E-05,0.999986008
2531,23331,0,1,0.999982119,1.79E-05
2532,23332,1,1,0.99998188,1.81E-05
2533,23333,0,0,1.32E-05,0.99998676
2534,23334,1,0,2.58E-05,0.999974234
2535,23335,1,1,0.999974251,2.57E-05
2536,23336,0,0,4.94E-05,0.999950578
2537,23337,0,0,1.36E-05,0.999986384
2538,23338,1,1,0.999981403,1.86E-05
2539,23339,1,0,1.43E-05,0.999985672
2540,23340,1,0,3.11E-05,0.999968931
2541,23341,1,0,1.48E-05,0.999985176
2542,23342,1,0,1.36E-05,0.999986352
2543,23343,1,1,0.99998188,1.81E-05
2544,23344,1,1,0.999982595,1.74E-05
2545,23345,1,1,0.999716818,0.000283182
2546,23346,0,0,1.45E-05,0.999985489
2547,23347,1,1,0.999981999,1.80E-05
2548,23348,0,0,1.35E-05,0.999986477
2549,23349,0,0,1.43E-05,0.999985708
2550,23350,1,0,3.21E-05,0.99996788
